Frequency,Nominal,Min,Max
118,-5.7100493785234665,-7.19555288005669,-4.716240707205137
120,-5.6154952565800205,-7.0768531285849425,-4.637982504431906
122,-5.524012062645655,-6.961987044566039,-4.562273638383469
125,-5.392226729484128,-6.796481260324879,-4.453224884297284
128,-5.266565528478743,-6.638627379316486,-4.349257680087777
130,-5.185986667597952,-6.537385569480092,-4.282596896387269
132,-5.10782993737293,-6.439172515031992,-4.217945039818909
135,-4.994903300862538,-6.297242246698971,-4.124540067040483
138,-4.886850089375366,-6.1614101885822485,-4.035175619106429
140,-4.817368856909261,-6.074052754262572,-3.9777166318548023
142,-4.74983122996957,-5.989128920729641,-3.921868527259502
145,-4.651994704383202,-5.866089038969623,-3.840971858489815
148,-4.558098952956104,-5.747986187783271,-3.7633403607509357
150,-4.497575322840075,-5.671849420480346,-3.713303822145417
155,-4.353059141255024,-5.4900228124929935,-3.59383897101705
160,-4.217524767370888,-5.319459501925798,-3.4818122293442046
165,-4.090161481996975,-5.159147129278976,-3.3765506856164786
170,-3.9702531328743196,-5.008190824084689,-3.277460135071646
175,-3.8571647574333596,-4.865796682470229,-3.1840139109020806
180,-3.750331410616568,-4.731257950264483,-3.0957435630158208
185,-3.649248785628268,-4.603943409658931,-3.012231037684923
190,-3.553465301103816,-4.483287570901479,-2.933102083747334
195,-3.4625753943370032,-4.3687823506296715,-2.858020666828688
200,-3.376213811665955,-4.259969980933445,-2.786684216408836
205,-3.2940507274252475,-4.156436942282547,-2.7188195644799866
210,-3.215787554645291,-4.057808752190461,-2.6541794612554064
215,-3.141153335878819,-3.963745472263502,-2.592539574551984
220,-3.0699016226345703,-3.873937820874424,-2.533695896337012
225,-3.001807768019908,-3.7881037984536663,-2.477462493446856
230,-2.9366665701925623,-3.7059857483411673,-2.4236695503754406
235,-2.8742902147545095,-3.6273477890832315,-2.3721616608487226
240,-2.8145064727965794,-3.5519735646087938,-2.3227963320761833
245,-2.7571571183165045,-3.4796642673583116,-2.2754426714351683
250,-2.702096534495018,-3.4102368965428043,-2.2299802301589002
255,-2.6491904830677835,-3.3435227195770527,-2.1862979825688376
260,-2.5983150149676795,-3.2793659095944374,-2.1442934226784147
270,-2.5022057855248776,-3.158158488382717,-2.0649452204742933
275,-2.4567673932275524,-3.1008505169965854,-2.0274323840157047
280,-2.4129488713415945,-3.0455833752912986,-1.9912576444343255
285,-2.370665163357938,-2.9922500521224626,-1.956350688013556
290,-2.3298370619855353,-2.940750882861115,-1.9226460408290462
295,-2.2903907151110388,-2.8909929301220036,-1.8900826595299407
300,-2.252257180974619,-2.8428894260435786,-1.858603562936037
