Frequency,Nominal,Min,Max
2.7,128659.49676503478,108459.95994167616,159325.9590822773
2.75,126437.65808477715,106630.025820471,156522.07545045268
2.8,124297.17692733003,104867.81585598867,153819.94992250673
2.85,122233.76574155637,103169.75618260879,151214.2239275215
2.9,120243.43259725228,101532.51930529022,148699.908408943
2.95,118322.45613374011,99953.0032234624,146272.3525102278
3,116467.36301360962,98428.31264252933,143927.2153919295
3.05,114674.90759412953,96955.7420334221,141660.44082087933
3.1,112942.05356594849,95532.76033154796,139468.2342184815
3.15,111265.95734049557,94156.9970929795,137347.0418948895
3.2,109643.9529948169,92826.22994849634,135293.5322299814
3.3,106552.36382865615,90291.4675464437,131377.24380597126
3.4,103649.02274383577,87913.2479553004,127696.54581218235
3.5,100917.75286314372,85678.08502983449,124231.22297194046
3.6,98344.17400464299,83573.99018906464,120963.3056758297
3.7,95915.45991725824,81590.27011069111,117876.76652506614
3.9,91447.89555795504,77946.66127363888,112191.93017811772
4,89389.47429161306,76270.45535047447,109569.17904835106
4.1,87436.50325517872,74681.76272642211,107078.55750607878
4.2,85581.41203193336,73174.27147617619,104710.6069240626
4.32,83474.88045587052,71464.44410451932,102018.96845135184
4.45,81328.3640105468,69724.49392266841,99273.01273502031
4.58,79311.05444036919,68091.58375042479,96689.13169763448
4.75,76850.21311258808,66102.92762684889,93532.55064757373
4.88,75091.8469685056,64684.32944189989,91273.68327334849
5,73555.65507181491,63446.712529775556,89297.74175829394
5.15,71743.5467559646,61989.02784008814,86963.69200423962
5.3,70041.96014578882,60622.583940541204,84768.59369432123
5.5,67929.28562476388,58929.40885812938,82038.18594154372
5.65,66451.36310788225,57747.343266544965,80124.55872592621
5.8,65056.808027234845,56633.8922013116,78315.96016749721
6,63316.10507474367,55246.88053785367,76054.15675272928
6.15,62092.24178230634,54273.68257339876,74460.84933658497
6.3,60932.715479652186,53353.25343539827,72948.79304052351
6.45,59832.94514283886,52481.78128213455,71512.26302864472
6.6,58788.76643856867,51655.802236269876,70146.05458800518
6.75,57796.385503361016,50872.16181417888,68845.42538148776
6.88,56975.53573152176,50225.02250465395,67767.90303185012
7,56248.25073490408,49652.47416136367,66811.84862751514
7.15,55377.85185994259,48968.32139237901,65665.91059081935
7.32,54440.17299809831,48232.63158484323,64429.14616342698
7.5,53499.935173559104,47496.400060477004,63186.53124547969
7.65,52754.938760322424,46914.13586250898,62200.088521909594
7.8,52042.741093207835,46358.441816748425,61255.45874469401
8,51140.854788835306,45656.10820681259,60056.84953510635
8.2,50289.691044718296,44994.73355551072,58923.07100063315
8.4,49485.472831376355,44371.1970569567,57849.388305766784
8.6,48724.77675692424,43782.67314383073,56831.507466315845
8.8,48004.4929761249,43226.59794982541,55865.52534399603
