Frequency,Nominal,Min,Max
1,0.029981307340195138,0.03631312008024705,0.02377305706826339
1.02,0.029981956008007207,0.03631426920313694,0.023773382595542313
1.04,0.029982617746629837,0.036315441647681176,0.023773714641821656
1.06,0.029983292568628302,0.03631663744446042,0.023774053211248092
1.08,0.02998398048674189,0.03631785662438307,0.023774398308034957
1.1,0.029984681513879945,0.03631909921867009,0.02377474993646157
1.12,0.02998539566311781,0.03632036525883963,0.023775108100872286
1.15,0.02998649151991134,0.03632230834975845,0.02377565761212
1.18,0.029987616976586112,0.0363243043739516,0.02377622185441264
1.2,0.029988383748150035,0.036325664518222396,0.023776606207477183
1.22,0.029989163709532904,0.03632704826986655,0.02377699711919537
1.25,0.029990358413140118,0.0363291682333147,0.02377759579458366
1.28,0.029991582873086182,0.036331341499561846,0.023778209253739843
1.3,0.0299924157348947,0.03633282001206178,0.023778626447832258
1.32,0.029993261857739494,0.03633432229839387,0.023779050224746443
1.35,0.029994555938444526,0.036336620377561774,0.02377969824386828
1.38,0.029995879939166473,0.03633897213777886,0.023780361102723628
1.4,0.029996779253369316,0.03634056985722005,0.023780811261496334
1.42,0.029997691902735144,0.03634219151970178,0.02378126802864054
1.45,0.029999085913312264,0.03634466898092378,0.023781965581583575
1.48,0.030000510013430955,0.036347200505001724,0.023782678033194823
1.5,0.030001476155477484,0.036348918279155665,0.023783161286959474
1.55,0.03000395022011097,0.036353318281048416,0.023784398462312215
1.6,0.03000650834996483,0.036357869512380785,0.023785677194081603
1.65,0.030009150789745427,0.03636257249351596,0.023786997570348543
1.7,0.03001187778554508,0.036367427737283804,0.023788359680721172
1.75,0.030014689584258097,0.03637243574680797,0.023789763616217596
1.8,0.03001758643298091,0.03637759701327881,0.023791209469145317
1.85,0.03002056857839661,0.03638291201367371,0.023792697332977304
1.9,0.030023636266144314,0.03638838120842583,0.023794227302224805
1.95,0.03002678974017325,0.0363940050390427,0.023795799472306877
2,0.03003002924208214,0.036399783925676124,0.023797413939416662
2.05,0.030033355010443734,0.03640571826464475,0.023799070800384504
2.1,0.030036767280115208,0.036411808425910686,0.02380077015253779
2.15,0.030040266281534098,0.03641805475051198,0.023802512093557784
2.2,0.0300438522400008,0.036424457547952434,0.023804296721333162
2.25,0.030047525374946944,0.03643101709355031,0.0238061241338106
2.3,0.030051285899190906,0.036437733625747946,0.02380799442884222
2.35,0.030055134018180024,0.03644460734338378,0.023809907704030058
2.4,0.03005906992922011,0.036451638402928935,0.023811864056567513
2.45,0.03006309382069271,0.03645882691569017,0.023813863583077834
2.5,0.03006720587125997,0.03646617294498106,0.023815906379449702
2.55,0.03007140624905801,0.036473676503263934,0.02381799254066992
2.6,0.03007569511087867,0.036481337549264296,0.02382012216065326
2.7,0.0300845388520476,0.03649713165314901,0.023824512146167754
2.75,0.03008909398074155,0.036505264333493596,0.02382677269259783
2.8,0.030093738090438853,0.0365135537405511,0.02382907705922931
2.85,0.030098471268562153,0.03652199952028609,0.02383142533196763
2.9,0.030103293586060946,0.036530601247171696,0.023833817594567736
2.95,0.030108205096523843,0.036539358421180564,0.023836253928445128
3,0.030113205835282514,0.03654827046476952,0.023838734412484474
3.05,0.03011829581850762,0.03655733671986011,0.023841259122845612
3.1,0.030123475042297617,0.03656655644481848,0.023843828132767357
3.15,0.030128743481760503,0.036575928811438056,0.023846441512368723
3.2,0.03013410109008908,0.03658545290192779,0.023849099328448028
3.3,0.030145083510950126,0.03660495211743008,0.02385454851940849
3.4,0.030156421456628515,0.036625044843569286,0.023860176165843325
3.5,0.030168113668161058,0.036645720208749885,0.02386598266158479
3.6,0.030180158445470725,0.03666696562433821,0.023871968327298005
3.7,0.030192553616803133,0.03668876669353655,0.02387813340355408
3.9,0.030218383912278643,0.03673396863694262,0.023891002307158675
4,0.030231812058859983,0.036757330896845394,0.023897706151294006
4.1,0.03024557658345469,0.03678117142323241,0.023904589424973758
4.2,0.030259672497795168,0.0368054655243506,0.023911651860716834
4.32,0.030277017038057154,0.03683517902622079,0.023920362717547654
4.45,0.030296323402309464,0.0368680024072554,0.023930088891872942
4.58,0.0303161512181312,0.03690141508461564,0.023940114522930864
4.75,0.03034283618717357,0.036945866226760056,0.023953673430932774
4.88,0.03036379424591857,0.03698032730466459,0.023964381740426196
5,0.030383542451845467,0.03701240815605495,0.02397452475683041
5.15,0.030408738939033852,0.03705274897129335,0.023987547955489883
5.3,0.030434462429730712,0.0370931988809442,0.02400094783195375
5.5,0.030469495977846213,0.03714698854145943,0.02401938728166003
5.65,0.030496253001006012,0.037186971552423044,0.024033635301393238
5.8,0.030523357411417276,0.037226417551527495,0.024048230928621465
6,0.030559925062590632,0.03727779976870319,0.024068212867951168
6.15,0.030587581290418678,0.037315131418765704,0.024083573662558533
6.3,0.03061535134721978,0.03735116725964732,0.024099239609690983
6.45,0.030643154657547876,0.0373856636509956,0.024115195099443175
6.6,0.030670905940220546,0.03741837210760081,0.02413142312239501
6.75,0.030698515353840355,0.03744904095329556,0.024147905234209222
6.88,0.03072225604337721,0.03747377517296586,0.024162379909613976
7,0.030743958010089296,0.03749493594951704,0.024175885310092238
7.15,0.030770717393229258,0.037518930558808915,0.02419294358955377
7.32,0.03080042629716578,0.03754253284613634,0.024212484979706208
7.5,0.030830998227366214,0.03756298913278005,0.024233377624859956
7.65,0.030855643762636192,0.03757618923689058,0.0242509132975568
7.8,0.030879412304247775,0.03758565588422521,0.02426853180943729
8,0.03090953911570388,0.03759211112034286,0.02429209892753311
8.2,0.03093762295275282,0.03759110221387968,0.024315682083084846
