Frequency,Nominal,Min,Max
1,0.9976002214303951,0.9933348615794287,1.0006035036436942
1.02,0.9975031090140687,0.9930669429222364,1.000627632456691
1.04,0.9974040603336995,0.9927938262366756,1.0006522184953066
1.06,0.9973030745702397,0.9925155177259226,1.0006772605068264
1.08,0.9972001508849396,0.9922320237033347,1.0007027572100735
1.1,0.9970952884191319,0.9919433505918861,1.0007287072951643
1.12,0.9969884862940213,0.9916495049235968,1.000755109423267
1.15,0.9968246442726735,0.9911990524326681,1.0007955571954577
1.18,0.9966564328684151,0.990736999521372,1.0008370142378296
1.2,0.9965418629079231,0.9904225311064291,1.000865210561862
1.22,0.9964253485845415,0.9901029244099169,1.0008938517916262
1.25,0.9962469292164058,0.9896138958087537,1.0009376445056484
1.28,0.9960641292861653,0.9891133468933313,1.0009824295818264
1.3,0.9959398272508617,0.9887732598545768,1.0010128349459422
1.32,0.9958135756121831,0.9884280714457128,1.0010436773154048
1.35,0.9956205402022463,0.9879007406168925,1.0010907565822937
1.38,0.9954231118098614,0.9873619754230738,1.0011388095467983
1.4,0.9952890503760958,0.9869964594638643,1.001171382866097
1.42,0.9951530335317298,0.9866258816027393,1.001204384491403
1.45,0.9949453391682878,0.9860605416944286,1.0012546859708455
1.48,0.994733238091986,0.9854838590302937,1.0013059406428637
1.5,0.9945893870402415,0.9850931164724883,1.001340636761246
1.55,0.9942211734935887,0.9840943167598034,1.0014292047611615
1.6,0.9938406770443555,0.9830642792476652,1.001520358120397
1.65,0.993447875196707,0.9820031442874695,1.0016140635803223
1.7,0.993042744416275,0.9809110558202895,1.0017102864383212
1.75,0.9926252601031356,0.9797881613055334,1.0018089905110805
1.8,0.9921953965644681,0.9786346116488206,1.0019101380966977
1.85,0.9917531269869382,0.9774505611291495,1.0020136899356231
1.9,0.9912984234088679,0.9762361673254838,1.002119605170422
1.95,0.9908312566922197,0.9749915910428394,1.0022278413043597
2,0.9903515964944614,0.9737169962379959,1.0023383541588122
2.05,0.9898594112403567,0.9724125499449178,1.0024510978294965
2.1,0.9893546680937256,0.9710784221999921,1.0025660246415191
2.15,0.9888373329292434,0.9697147859671853,1.002683085103251
2.2,0.9883073703043136,0.9683218170632126,1.00280222785902
2.25,0.9877647434310867,0.9668996940828211,1.0029233996406253
2.3,0.9872094141486688,0.965448598324279,1.0030465452176807
2.35,0.9866413428955828,0.9639687137151668,1.0031716073467782
2.4,0.986060488682546,0.9624602267385645,1.0032985267194845
2.45,0.9854668090656021,0.9609233263597123,1.0034272419091705
2.5,0.9848602601197007,0.9593582039532553,1.0035576893166736
2.55,0.9842407964127537,0.9577650532311266,1.0036898031148058
2.6,0.9836083709802527,0.9561440701711802,1.00382351519171
2.7,0.9823044392705083,0.9528194018563961,1.004095449963174
2.75,0.9816328311826862,0.951116119256392,1.004233524484878
2.8,0.980948057702273,0.9493858094918778,1.0043729008184121
2.85,0.9802500638457021,0.9476286788308957,1.0045134985391126
2.9,0.9795387929598863,0.9458449353988871,1.004655234574044
2.95,0.9788141867025193,0.9440347891145261,1.0047980231375417
3,0.9780761850234627,0.9421984516268501,1.004941775665698
3.05,0.9773247261472807,0.940336136253722,1.0050864007497913
3.1,0.9765597465569978,0.9384480579216838,1.005231804068694
3.15,0.9757811809791481,0.9365344331072485,1.0053778883202653
3.2,0.9749889623701874,0.934595479779664,1.0055245531517631
3.3,0.9733632889629538,0.9306424665929631,1.0058192074663053
3.4,0.9716821541618236,0.9265907898920701,1.0061149004741625
3.5,0.9699449568573935,0.9224422416893049,1.0064107122173924
3.6,0.9681510668521893,0.9181986329266666,1.0067056669341112
3.7,0.9662998248282885,0.9138617920302834,1.006998730625093
3.9,0.9624225025692698,0.9049158070434346,1.007574742844979
4,0.9603949596680066,0.9003103957268258,1.0078553097118153
4.1,0.9583071403381358,0.8956192156861459,1.0081292171144633
4.2,0.9561582440165528,0.8908441648509824,1.0083951020638307
4.32,0.953497780815492,0.885006082984058,1.008701546441246
4.45,0.9505133034468954,0.8785521560268498,1.0090151012648922
4.58,0.9474205313202481,0.8719678540962473,1.0093060211511569
4.75,0.9432093925378594,0.8631680014642364,1.0096459591520508
4.88,0.9398589699956098,0.8562991734523301,1.0098697579705413
5,0.9366641423119142,0.849855518236681,1.010044376731319
5.15,0.9325300830170589,0.8416669720729872,1.0102138020567377
5.3,0.9282367561482784,0.8333358252870063,1.010321895187236
5.5,0.9222587383899661,0.822017468827032,1.0103566639060049
5.65,0.9175806721565035,0.8133798773578452,1.0102895526618847
5.8,0.9127321471236911,0.8046223037161053,1.0101323737135053
6,0.9059966793928458,0.7927707608084269,1.0097657996288272
6.15,0.9007379504850153,0.7837599610318203,1.009359721070279
6.3,0.8952983890521151,0.7746521680234068,1.0088291354653443
6.45,0.8896752358737117,0.7654543427420312,1.008162621615197
6.6,0.8838659638677925,0.7561734713412746,1.0073482839436916
6.75,0.8778683190542605,0.7468165615516277,1.0063737792242204
6.88,0.8725164796919085,0.7386511625863256,1.005389801057712
7,0.8674485312308431,0.7310718231841382,1.0043588618969972
7.15,0.860940065584752,0.7215465176929171,1.0028938982866074
7.32,0.8533297014959184,0.7106908154838173,1.0009806846077052
7.5,0.8449999762521769,0.6991375870859783,0.9986404773212866
7.65,0.8378452831786096,0.6894721499410291,0.9964261495973784
7.8,0.830497542309551,0.6797798504739984,0.9939567442102412
8,0.8204027266555367,0.6668269996706391,0.990243395454159
8.2,0.8099721927998458,0.6538550649434421,0.986019497301449
8.4,0.7992129102356997,0.6408801664910532,0.9812538386991391
8.6,0.7881339223201875,0.6279181665939898,0.9759169225405396
8.8,0.7767463761152673,0.6149846159160587,0.9699815574323183
9,0.7650635170858234,0.6020946991277922,0.9634234691585679
9.2,0.7531006471192911,0.5892631808242061,0.9562219151908449
9.4,0.7408750454246982,0.5765043527050152,0.9483602829650656
9.6,0.7284058530324407,0.563831982950999,0.9398266506873502
9.8,0.7157139227931072,0.5512592686683098,0.9306142884025519
10,0.7028216379043485,0.5387987921868965,0.9207220771867307
10.2,0.6897527030199861,0.5264624818942999,0.9101548257658579
10.4,0.676531912861713,0.5142615781667564,0.8989234666785131
10.6,0.6631849039168342,0.5022066048308901,0.8870451182320656
10.8,0.6497378952343338,0.4903073464562966,0.8745430037636117
11,0.6362174245101618,0.4785728316467755,0.8614462258006708
11.2,0.6226500855806457,0.46670457733074294,0.8477893992155793
11.5,0.6022688231527388,0.44481472365898944,0.82634198145426
11.8,0.5819283712221889,0.4236836981761861,0.8038762414602364
12,0.5684319799040566,0.41003936420019166,0.7884159694766579
12.2,0.5550141258065739,0.39676025222015354,0.7726304857312664
12.5,0.5350826964065332,0.37753949578807006,0.7484609187135417
12.8,0.515446522668438,0.3591655101352695,0.7238650917255374
13,0.5025504966767547,0.34738749339589825,0.7073204563877056
13.2,0.48982953105903376,0.33598453693185426,0.693537158405491
13.5,0.47110809972255746,0.31957550549932584,0.6736765541013063
13.8,0.45285634500440847,0.3039855503621748,0.653671811972828
14,0.4409671290199509,0.2940365988989328,0.6403005705113016
14.2,0.42931100537556155,0.28443444687576663,0.6269321743485934
14.5,0.4122790955702553,0.2706634698858305,0.6069396401718536
14.8,0.39580581490002914,0.25762478471775785,0.5871571037548274
15,0.38514024012778963,0.24932380558356876,0.5764245594804688
15.5,0.35959874713057033,0.2298721718406347,0.5497972916642592
16,0.33566302710529833,0.2121587510230348,0.523598146749563
16.5,0.31331007400181593,0.19603544828581915,0.4979794515106742
17,0.2924932352407996,0.18135992286569363,0.4730699718252944
17.5,0.27314902213869097,0.16799805489673153,0.44897405106541804
18,0.2552028097997948,0.155825276805669,0.4257720254286403
18.5,0.23857342606337095,0.14472710984770035,0.40352162520240287
19,0.22317671918697266,0.13459916514237466,0.3822600592747538
19.5,0.20892823869560445,0.12534680040306723,0.36200650351608465
20,0.19574517785989096,0.11688456943161005,0.3427647579716831
20.5,0.18354772154416274,0.10913556010879431,0.32452589090104433
21,0.1722599284306277,0.10203068593586141,0.30727074053104375
21.5,0.16181025772395316,0.09550797394570772,0.29097219230960614
22,0.15213183095307095,0.08951187600768888,0.27559718770998715
22.5,0.14316250138731593,0.08399261954462732,0.26110844961115837
23,0.13484478778825185,0.07890560616491753,0.24746592965419517
23.5,0.1271257159973196,0.07421086169705307,0.23462799610592014
24,0.11995660112226668,0.06987253786305848,0.22255238822088486
24.5,0.11329279456450723,0.06585846380436979,0.21119696638579982
25,0.10709341349190313,0.0621397444923847,0.2005202877511798
25.5,0.10132106527103368,0.058690402441581344,0.1904820356366903
26,0.09594157552309363,0.05548705890271457,0.18104332851667257
27,0.08623900311002525,0.04973617912562832,0.1638173893314575
27.5,0.08186136775963831,0.04715248717615456,0.15596109959740015
28,0.07776703332836132,0.044742062409403684,0.14856633668318994
28.5,0.07393426626127081,0.04249086208996721,0.14160324124291918
29,0.07034320048694792,0.04038615829901877,0.13504378243836102
29.5,0.06697566789725959,0.03841640059929106,0.12886170104892544
30,0.06381504365908043,0.03657109420565931,0.12303243925465748
30.5,0.06084610541188555,0.034840691834352754,0.11753306171971702
31,0.05805490534899517,0.033216497617022014,0.112342171564334
31.5,0.055428654170075614,0.03169058165719611,0.10743982397081081
32,0.05295561591336907,0.030255703977141026,0.10280743949239432
33,0.04842693861330831,0.02763315387964049,0.09428455853309399
34,0.04439265263057137,0.025302327218384026,0.08664901740517404
35,0.04078816355270308,0.02322409653769057,0.07979298204894275
36,0.037558546212623264,0.021365408660726917,0.07362304352900098
37,0.03465694015950871,0.019698224337582705,0.06805822618320377
39,0.029682971048768686,0.016846299937971276,0.058472022527171805
40,0.02754647437773376,0.015623614280396029,0.054336353990815496
41,0.025608086606135703,0.01451550984740675,0.05057484090323649
42,0.023845565389407755,0.013508940822279564,0.04714692322930421
43.2,0.021935630436084163,0.012419263342628082,0.04342406018791802
44.5,0.0200877551399891,0.011366067826626112,0.03981401354810946
45.8,0.018439857321562364,0.010427748984926724,0.036587882302961186
47.5,0.01654364308990528,0.009349100044741486,0.03286770643839329
48.8,0.015263887014182694,0.008621770851409262,0.03035215498722795
50,0.01419608937227199,0.008015313292401658,0.02825026104567389
51.5,0.012995653937448445,0.007333975169194537,0.02588402082219499
53,0.011925629765146831,0.0067270661698501655,0.023771910335853217
55,0.010672524599308366,0.006016820765593894,0.021294864353674132
56.5,0.00984454235892066,0.005547838553695902,0.019656037098261955
58,0.009099223382545853,0.005125895297428333,0.01817935046352995
60,0.008216939957383535,0.004626689242426119,0.016429459851268244
61.5,0.00762794780014383,0.004293604488052294,0.015260140917826006
63,0.007093342615832006,0.003991402644481543,0.01419799328480726
64.5,0.006607013985989501,0.0037165997970227673,0.013231082919951526
66,0.0061636549896608404,0.003466172517936815,0.012349027520920573
67.5,0.005758641928838996,0.003237488518364102,0.011542767445454996
68.8,0.005435511728203066,0.0030550991587507473,0.01089916466430642
70,0.0051580869058553205,0.0028985535737113904,0.010346344236420056
71.5,0.004836899104703445,0.0027173692479520737,0.009706017997073182
73.2,0.0045039182009091825,0.002529600311754716,0.009041829112320272
75,0.004183414534181006,0.0023489385785793026,0.008402175483493562
76.5,0.003938854420191854,0.0022111363462164113,0.007913844404699711
78,0.003712727706127617,0.0020837644561268382,0.007462123599043796
80,0.003436996007874191,0.001928514234801723,0.006911039249005076
82,0.0031875197013456966,0.0017881143303558815,0.0064121564770670166
84,0.0029612645471636142,0.0016608462278205475,0.005959467240497076
86,0.002755607185519534,0.001545224806132972,0.005547772553318207
88,0.0025682717736432922,0.0014399622348984348,0.005172558513418345
90,0.002397277533349043,0.0013439381088391294,0.004829893517566799
92,0.0022408951428003333,0.0012561746341482121,0.004516342686999475
94,0.0020976103316912324,0.001175815926013639,0.004228896336404997
96,0.0019660933699749525,0.0011021106670944635,0.003964909951985708
98,0.0018451733993376596,0.0010343975256851283,0.0037220536411500184
100,0.001733816760485162,0.0009720928493830821,0.003498269408467323
102,0.0016311086305523797,0.0009146802425744115,0.0032917349233759913
104,0.0015362374130895278,0.000861701709491407,0.0031008326927416036
106,0.0014484814253921318,0.0008127501031780946,0.002924123749466405
108,0.0013671975099957792,0.0007674626676424981,0.002760325127530335
110,0.001291811263245464,0.0007255154982546151,0.0026082905222770143
112,0.0012218086272996053,0.0006866187759829521,0.0024669936387988044
115,0.0011259035335394536,0.0006334321807338775,0.0022731933824783183
118,0.0010397213446734091,0.000585761843284981,0.002098777856630522
120,0.0009870851190852705,0.0005567176097232031,0.00199210455596259
122,0.0009379448237366825,0.0005296598751089656,0.0018923964017968568
125,0.0008701953994829844,0.0004924631925802165,0.0017547057044264443
128,0.0008088782063178098,0.00045892782814691127,0.0016298178781382548
130,0.0007712183185933857,0.00043840455366901985,0.0015529608964781564
132,0.0007359121329732426,0.0004192234509819011,0.0014807828479703991
135,0.000686997039464856,0.00039275976234552363,0.0013805497311670538
138,0.0006424828118629625,0.0003688096494137026,0.0012890517101655887
140,0.0006150267949837068,0.00035411184179873814,0.0012324556194648808
142,0.0005892058560729204,0.0003403490097009543,0.0011790991649594698
145,0.0005533025949796766,0.00032132238290101203,0.0011046630579666782
148,0.0005204995120891535,0.0003040689847234826,0.0010363577116637866
150,0.0005002059398655776,0.0002934673512031884,0.000993932485528881
155,0.0004544196261554916,0.00026978897873754546,0.0008976310468726322
160,0.00041486303291778884,0.0002496594957075265,0.0008136041054338456
165,0.0003806425219898447,0.00023255370250175754,0.0007400767751988704
170,0.00035101312834945233,0.0002180282152761296,0.000675577788783206
175,0.0003253487899878965,0.00020570577557563083,0.0006188801431070187
180,0.0003031191175325738,0.00019526339182418789,0.0005689544621281001
185,0.0002838712305621779,0.00018642334641340457,0.0005249320845765075
190,0.00026721555621288083,0.00017894630382260456,0.0004860756546910729
195,0.0002528147428368546,0.00017262592167794242,0.0004517555541670974
200,0.00024037502141990014,0.0001672845116427313,0.0004214309242500257
205,0.0002296394762284653,0.00016276942358325967,0.00039463432965091484
